Sample,X,Y,Z
329,1.1614,0.5181,0.3845
330,0.6631,0.2095,0.0085
331,0.8911,-0.3179,-0.0977
332,1.0659,0.4353,0.4351
333,0.6628,-0.0364,0.1931
334,0.8481,-0.2876,-0.0588
335,1.2104,0.6414,0.2046
336,0.7468,0.0234,-0.1682
337,0.8992,-0.4529,0.0491
338,1.0483,0.5105,0.4526
339,0.8203,-0.0886,-0.0806
340,1.1599,-0.2136,-0.3503
341,1.0779,0.4116,0.2410
342,0.8003,-0.1326,0.3154
343,1.3513,-0.1887,-0.0029
344,0.9517,0.1282,-0.1104
345,0.8611,0.0266,0.2791
346,1.3257,0.2708,0.0823
347,0.9731,-0.2485,0.2236
348,1.0105,-0.1052,0.1858
349,1.2222,0.0840,-0.2795
350,1.1150,0.2178,0.1062
351,0.8687,-0.1897,0.5405
352,1.0574,0.0452,-0.1641
353,1.1443,0.1138,-0.2241
354,0.7720,0.0159,0.4263
355,0.9790,0.1172,0.0452
356,0.9263,-0.0071,-0.2458
357,0.9353,0.1082,0.4036
358,0.7546,0.1724,0.1707
359,0.7634,-0.2471,-0.4233
360,1.1255,0.2458,0.5342
361,0.9119,0.3354,0.4172
362,0.7319,-0.6851,-0.4290
363,1.2661,0.3796,0.2952
364,0.9487,0.2903,0.4458
365,0.9138,-0.6575,-0.2427
366,1.1609,0.2808,0.1218
367,0.9194,0.2312,0.3013
368,0.9578,-0.2966,-0.0947
369,1.1150,-0.0649,-0.2456
370,0.9038,0.1853,0.1516
371,1.0747,0.1292,0.1489
372,0.8179,-0.3667,-0.2864
373,0.8972,0.1914,0.2063
374,1.1714,0.4001,0.0583
375,0.8130,-0.5444,-0.3555
376,1.0964,0.0618,0.4021
377,1.1306,0.4888,0.4705
378,0.9097,-0.4712,-0.4504
379,1.1558,0.1489,0.0312
380,1.0427,0.0947,0.8005
381,1.0200,-0.3491,-0.2444
382,1.0151,0.1902,-0.1846
383,1.0386,0.2234,0.2744
384,0.9185,-0.4302,0.0867
385,0.9663,0.1980,-0.0952
386,0.8101,-0.0854,0.0923
387,0.9419,0.0850,0.1287
388,0.9285,0.1191,-0.3286
389,0.7437,-0.3960,0.1514
390,1.1970,0.5835,0.5935
391,0.7996,-0.3684,-0.4282
392,0.9946,-0.2148,-0.0342
393,1.1980,0.6724,0.6321
394,0.8608,-0.4390,-0.1760
395,1.0935,-0.2170,-0.1226
396,1.1060,0.5632,0.3101
397,0.8914,-0.0596,0.0068
398,1.0493,-0.1960,-0.0566
399,0.9060,0.1511,0.2461
400,0.9917,0.2158,0.1467
401,1.0359,-0.0610,-0.3618
402,0.9907,-0.0527,0.1201
403,0.9731,0.2122,0.4072
404,1.0623,-0.2454,-0.2119
405,1.0513,0.0906,-0.0588
406,0.9907,0.1006,0.2314
407,1.0847,-0.0676,0.0034
408,1.0786,0.0044,0.0857
409,0.7634,-0.0806,0.1726
410,1.1277,0.1577,0.0269
411,1.0786,0.1555,-0.1328
412,0.7769,-0.0984,0.3550
413,0.9849,0.0439,0.2324
414,0.9578,0.0176,-0.4343
415,0.9019,0.1357,0.2080
416,0.9001,0.1880,0.5320
417,0.9546,-0.2085,-0.1555
418,0.9155,-0.0239,0.0083
419,1.0525,0.1099,0.1423
420,1.1267,-0.0381,0.0303
421,0.9587,-0.1924,-0.0913
422,0.9712,0.2051,0.1389
423,1.0959,0.1184,0.1523
424,0.8201,-0.4709,-0.0986
425,1.1470,0.3298,0.1133
426,1.0806,0.2786,0.0305
427,0.8813,-0.3923,-0.2234
428,1.0740,0.1877,0.2891
429,1.0408,-0.0110,0.1289
430,1.0605,-0.0278,-0.3730
431,1.1023,0.1201,0.2175
432,0.9158,-0.1172,0.1975
433,1.1479,-0.0371,-0.2400
434,0.9839,-0.0103,-0.1299
435,0.9060,-0.0393,0.3994
436,1.0073,0.2214,0.0022
437,0.9429,-0.2134,-0.2991
438,1.0288,0.0850,0.1812
439,1.0190,0.0967,0.0955
440,0.9175,-0.3003,-0.1360
441,1.0115,0.3179,0.1135
442,0.8508,0.0007,0.0449
443,1.0112,-0.1777,-0.0547
444,0.9302,0.0957,0.1880
445,0.8950,-0.0208,0.0984
446,1.0854,0.1367,-0.0139
447,0.8083,0.0132,0.0811
448,0.8982,-0.1553,0.1179
449,1.1323,0.1853,0.0872
450,0.9617,-0.0415,-0.0681
451,0.8364,-0.1206,0.2385
452,1.1570,0.2534,-0.0537
453,1.0183,0.0398,0.0090
454,0.9595,-0.1870,0.2163
455,0.9802,-0.1130,-0.0889
456,1.2253,0.5415,-0.0251
457,0.7212,-0.1938,0.1821
458,1.0718,-0.2280,0.1987
459,1.3022,0.3962,-0.3672
460,0.8804,-0.3005,0.0862
461,1.0916,0.1838,0.5007
462,1.0122,-0.0598,-0.2920
463,1.0552,-0.1118,-0.0671
464,1.0981,0.2803,0.6069
465,0.8574,-0.2690,-0.2273
466,1.1060,0.0330,-0.3010
467,0.9524,0.3521,0.3982
468,0.8425,-0.3594,0.2295
469,1.1216,0.0898,-0.1604
470,1.0349,0.2085,-0.1191
471,0.8501,-0.1746,0.1699
472,1.0278,-0.0190,-0.1077
473,0.9167,0.0022,-0.0906
474,0.8784,0.0747,0.1548
475,0.9556,-0.0588,-0.0320
476,1.0125,0.0657,-0.0442
477,0.7908,-0.1624,0.2263
478,0.9851,0.0576,0.0955
479,1.1108,0.1777,-0.2600
480,0.9233,-0.1917,0.2454
481,1.1130,0.1345,0.4929
482,1.1167,-0.1125,-0.4553
483,1.1550,-0.0833,-0.1016
484,0.9236,0.1860,0.6472
485,0.8823,-0.1982,-0.2747
486,1.1160,0.2258,-0.4541
487,0.8884,0.1807,0.4802
488,0.9685,-0.3489,0.1904
489,1.2390,0.1235,-0.5376
490,0.8796,0.0525,0.1165
491,1.0076,0.1624,0.3850
492,0.9922,-0.1948,-0.3005
493,0.9946,-0.2124,-0.0901
494,1.0649,0.3435,0.4644
495,0.8950,-0.0823,-0.2126
496,0.8542,-0.1790,-0.2808
497,0.9119,0.3667,0.5281
498,0.8335,-0.1021,0.1116
499,1.1160,-0.1780,-0.6802
500,0.9724,0.2803,0.4746
501,0.8452,0.1025,0.3188
502,1.1616,-0.2275,-0.4299
503,1.1206,0.2053,0.1987
504,0.6929,-0.1709,0.5718
505,1.1108,0.0806,-0.2415
506,0.9070,0.1514,-0.1797
507,0.6548,-0.1685,0.3745
508,1.1912,0.1484,0.1699
509,0.8716,-0.0359,-0.4084
510,0.9644,-0.0039,0.1028
511,1.2517,0.2065,0.2986
512,1.0483,-0.2847,-0.4670
513,1.0886,0.0686,0.2117
514,1.0903,0.2229,0.4165
515,0.9399,-0.2468,-0.5784
516,1.1382,0.1572,-0.0796
517,0.8562,0.1709,0.5603
518,0.7966,-0.2366,-0.3110
519,1.1987,0.0662,-0.5227
520,1.0095,0.4175,0.4480
521,0.8660,-0.2747,0.2761
522,1.2751,-0.3420,-0.5415
523,1.0942,0.4470,0.1250
524,0.6938,-0.1355,0.4429
525,0.9995,-0.1509,-0.4319
526,1.0386,0.2344,-0.1294
527,0.5576,-0.0933,0.3230
528,0.9568,0.1370,-0.0344
529,1.0369,-0.0278,-0.5864
530,0.8198,-0.0854,0.1917
531,1.1033,0.3140,0.4539
532,1.0142,-0.4907,-0.5217
533,1.0447,0.1682,-0.0708
534,0.9312,0.3147,0.6133
535,0.8386,-0.4841,-0.3413
536,0.9382,0.1392,-0.0869
537,0.8728,0.3418,0.5364
538,0.8677,-0.2207,-0.0945
539,1.2693,-0.1208,-0.5210
540,0.9080,0.1609,0.3054
541,0.9822,0.1235,0.5430
542,1.2671,-0.2827,-0.5496
543,1.0552,0.0212,-0.0469
544,0.8484,0.2314,0.8093
545,0.9644,-0.0085,-0.2844
546,1.0796,-0.1399,-0.3936
547,0.8484,0.0571,0.5310
548,1.0750,0.2830,-0.0728
549,1.0581,-0.3159,-0.3665
550,0.9646,0.1624,0.3665
551,0.9644,0.1814,0.4194
552,1.3052,-0.3511,-0.5198
553,1.0298,0.1980,0.0190
554,0.7605,0.1289,0.8474
555,0.9810,-0.1504,-0.2278
556,0.9956,0.2026,-0.4006
